,title_y,startYear,director,cast,overview,genres_x,runtimeMinutes,averageRating,numVotes,poster_path,original_language,average_popularity_cast,average_popularity_director,popularity,key
1105,L'Apprenti sorcier,2010,['Jon Turteltaub'],"['Nicolas Cage', 'Jay Baruchel', 'Alfred Molina', 'Toby Kebbell', 'Omar Benson Miller', 'Jake Cherry', 'James A. Stephens', 'Teresa Palmer', 'Monica Bellucci', 'Alice Krige']","Balthazar Blake est un grand sorcier vivant de nos jours à Manhattan. Il tente de défendre la ville contre son ennemi juré, Maxim Horvath. Balthazar ne pouvant y arriver seul, il engage alors - un peu malgré lui - Dave Stutler, un garçon apparemment ordinaire qui a pourtant un vrai potentiel, pour devenir son apprenti. Le sorcier donne à son apprenti réticent un cours express sur l’art et la science de la magie, et ensemble, ces deux associés improbables vont tenter de stopper les forces des ténèbres. Il faudra à Dave tout son courage, et même davantage, pour survivre à sa formation, sauver la ville et embrasser la fille qu’il aime…","['Fantasy', 'Adventure', 'Action']",109,6.1,172047,https://image.tmdb.org/t/p/original/lZXmgWvs1IWFVb9HbUr7D2OSlZI.jpg,en,26.8213,3.164,31.997,https://www.youtube.com/watch?v=b7b_mVBFckc
1106,Centurion,2010,['Neil Marshall'],"['Michael Fassbender', 'Dominic West', 'Andreas Wisniewski', 'Dave Legeno', ""Dhafer L'Abidine"", 'JJ Feild', 'Lee Ross', 'David Morrissey', 'Olga Kurylenko', 'Axelle Carolyn']","En 117 ap. J.-C., sous l'Empire romain, les légions font face à la résistance farouche des Pictes au nord la province romaine de Bretagne (au sud de l'actuelle Écosse). Le centurion Quintus Dias, unique survivant d'une garnison massacrée par les Pictes, rejoint la IXe légion, commandée par le général Titus Flavius Virilus, chargée de lancer une attaque décisive contre les Pictes et leur roi Gorlacon. Mais la bataille attendue tourne au massacre...","['Adventure', 'Action', 'Drama']",97,6.3,87351,https://image.tmdb.org/t/p/original/3k9KAQA4oiUWX3b0eXKBzpxC2iN.jpg,en,12.3798,6.491,13.175,indisponible
1107,The Losers,2010,['Sylvain White'],"['Idris Elba', 'Jeffrey Dean Morgan', 'Chris Evans', 'Columbus Short', 'Óscar Jaenada', 'Jason Patric', 'Holt McCallany', 'Peter Macdissi', 'Peter Francis James', 'Zoe Saldana']","Un commando des Forces Spéciales est envoyé en Bolivie pour arrêter un grand trafiquant de drogue. Max, le chef de l'opération, les envoie, en réalité, dans un piège: il les abandonne sur place et retourne aux États-Unis où il compte vendre une puissante arme à des terroristes. Aidé par la mystérieuse Aisha, le groupe parvient à rentrer en Amérique où ils tentent de faire échouer le dangereux projet de Max...","['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",97,6.2,108394,https://image.tmdb.org/t/p/original/aLE17nS7FccienWXaXYFnp10ODx.jpg,en,24.7254,2.951,19.129,https://www.youtube.com/watch?v=H2Fuj3ciS7Y
1108,Expendables : Unité spéciale,2010,['Sylvester Stallone'],"['Sylvester Stallone', 'Jason Statham', 'Jet Li', 'Dolph Lundgren', 'Eric Roberts', 'Randy Couture', 'Steve Austin', 'David Zayas', 'Giselle Itié', 'Charisma Carpenter']","Ce ne sont ni des mercenaires, ni des agents secrets. Ils choisissent eux‐mêmes leurs missions et n’obéissent à aucun gouvernement. Ils ne le font ni pour l’argent, ni pour la gloire, mais parce qu’ils aident les cas désespérés. Depuis dix ans, Izzy Hands, de la CIA, est sur les traces du chef de ces hommes, Barney Ross. Parce qu’ils ne sont aux ordres de personne, il devient urgent de les empêcher d’agir. Éliminer un général sud‐américain n’est pas le genre de job que Barney Ross accepte, mais lorsqu’il découvre les atrocités commises sur des enfants, il ne peut refuser. Avec son équipe d’experts, Ross débarque sur l’île paradisiaque où sévit le tyran. Lorsque l’embuscade se referme sur eux, il comprend que dans son équipe, il y a un traître. Après avoir échappé de justesse à la mort, ils reviennent aux États‐Unis, où chaque membre de l’équipe est attendu. Il faudra que chacun atteigne les sommets de son art pour en sortir et démasquer celui qui a trahi…","['Thriller', 'Adventure', 'Action']",103,6.4,369334,https://image.tmdb.org/t/p/original/mtX0U0VgRswkD2Ks5CdqhywRnyP.jpg,en,33.2076,76.176,43.308,https://www.youtube.com/watch?v=5RcnSc08lJQ
1109,Fighter,2010,['David O. Russell'],"['Mark Wahlberg', 'Christian Bale', ""Mickey O'Keefe"", 'Jack McGee', 'Amy Adams', 'Melissa Leo', 'Melissa McMeekin', 'Bianca Hunter', 'Erica McDermott', 'Jill Quigg']","Micky Ward est un jeune boxeur dont la carrière stagne. Il va rencontrer Charlene, une femme au caractère bien trempé, qui va l'aider à s'affranchir de l'influence négative de sa mère, qui gère maladroitement sa carrière, et de ses sœurs envahissantes. Son demi-frère Dicky Eklund, lui, a connu la gloire sur le ring, il y a bien longtemps. C'était avant qu'il ne sombre dans la drogue, avant son séjour en prison. Entre le sportif en quête d'un second souffle et l'ex-toxico, il y a longtemps que le courant ne passe plus. Trop de non-dits, d'échecs et de souffrances. Pourtant, parfois, les hommes changent, et Micky et Dicky vont peut-être avoir ensemble, la chance de réussir ce qu'ils ont raté chacun de leur côté…",['Drama'],116,7.8,394460,https://image.tmdb.org/t/p/original/oF1VG0Ei78rsZpxuRrcHEgj0CBT.jpg,en,11.9576,5.111,18.929,https://www.youtube.com/watch?v=SApGZQy-Cmk
1110,Date Limite,2010,['Todd Phillips'],"['Robert Downey Jr.', 'Zach Galifianakis', 'Jamie Foxx', 'Danny McBride', 'RZA', 'Matt Walsh', 'Brody Stevens', 'Jakob Ulrich', 'Michelle Monaghan', 'Juliette Lewis']","Cinq jours séparent Peter Highman du jour où il sera père pour la première fois, au terme de la grossesse de sa femme. Tandis qu’il se dépêche de prendre un vol d’Atlanta pour être à ses côtés pour la naissance, ses meilleures intentions s’en vont à vau-l’eau. Une rencontre fortuite avec Ethan Tremblay, un acteur en quête de reconnaissance, force Peter à faire de l’autostop dans une virée qui va le mener à travers le pays, détruisant au passage plusieurs voitures, de nombreuses amitiés et sa dernière résistance.","['Comedy', 'Drama']",95,6.5,361810,https://image.tmdb.org/t/p/original/tm29Vp31IG39iWL0BcA6EpQssEU.jpg,en,21.5143,8.729,25.645,https://www.youtube.com/watch?v=cWxKqHboquU
1111,Les Chemins de la Liberté,2010,['Peter Weir'],"['Jim Sturgess', 'Ed Harris', 'Colin Farrell', 'Dragos Bucur', 'Alexandru Potocean', 'Gustaf Skarsgård', 'Mark Strong', 'Sebastian Urzendowsky', 'Zachary Baharov', 'Saoirse Ronan']","En 1940, une petite troupe de prisonniers décide de s’évader d’un camp de travail sibérien. Pour ces hommes venus de tous les horizons, s’échapper de cet enfer ne sera que le début de l’aventure… Ensemble, ils vont parcourir plus de 10 000 kilomètres, à travers la toundra sibérienne glacée, traversant les plaines de Mongolie, les fournaises du désert de Gobi puis les sommets de l’Himalaya pour franchir la Grande Muraille de Chine. Certains s’arrêteront en chemin, d’autres ne survivront pas aux épreuves. L’Inde – alors sous contrôle anglais – est le but ultime. Mais la route est longue, les rencontres risquées, les conditions physiques épouvantables, et chacun a ses secrets.","['Drama', 'Adventure', 'History']",133,7.3,123540,https://image.tmdb.org/t/p/original/rW08xYuSGxpk7ZIrQNKN2OdNujv.jpg,en,16.597299999999997,4.47,18.997,https://www.youtube.com/watch?v=MC813j379fM
1112,La Machine à démonter le temps,2010,['Steve Pink'],"['John Cusack', 'Rob Corddry', 'Craig Robinson', 'Clark Duke', 'Sebastian Stan', 'Crispin Glover', 'Chevy Chase', 'Charlie McDermott', 'Lyndsy Fonseca', 'Lizzy Caplan']","Adam, Nick et Lou sont trois amis de longue date qui ont une existence des moins heureuses. Un jour, quand Lou, éméché, tente de se suicider, Adam et Nick, accompagnés de Jacob, le neveu du premier, partent de façon impulsive à Kodiak Valley Ski Resort, là où les trois amis passèrent le weekend le plus mémorable de leur adolescence. Les quatre protagonistes passent la nuit dans un jacuzzi en buvant de l'alcool à gogo. Mais, le lendemain, ils se réveillent et découvrent qu'ils sont projetés en 1986.","['Science Fiction', 'Comedy', 'Adventure']",99,6.4,189447,https://image.tmdb.org/t/p/original/aPr9YVLImLOz2aMZ2qVJ9V16a03.jpg,en,22.403,0.892,23.034,https://www.youtube.com/watch?v=7FpuR15qilA
1113,L'Immortel,2010,['Richard Berry'],"['Jean Reno', 'Kad Merad', 'Jean-Pierre Darroussin', 'JoeyStarr', 'Richard Berry', 'Venantino Venantini', 'Max Baissette de Malglaive', 'Marina Foïs', 'Claude Gensac', 'Joséphine Berry']","Charly Matteï a tourné la page de son passé de hors la loi. Depuis trois ans, il mène une vie paisible et se consacre à sa femme et ses deux enfants. Pourtant, un matin d'hiver, il est laissé pour mort dans le parking du vieux port à Marseille avec 22 balles dans le corps. Contre toute attente, il ne va pas mourir... Cette histoire est inspirée de faits réels, mais où tout est inventé, au cœur du Milieu marseillais.","['Drama', 'Crime', 'Thriller']",117,6.6,36900,https://image.tmdb.org/t/p/original/hSuylvTu4QXMntafVqKmapt6a7I.jpg,fr,7.7997,1.708,20.122,https://www.youtube.com/watch?v=mvU6vJowu3o
1114,Le royaume de Ga'Hoole - La légende des gardiens,2010,['Zack Snyder'],"['Jim Sturgess', 'Hugo Weaving', 'Hugo Weaving', 'David Wenham', 'Joel Edgerton', 'Emily Barclay', 'Abbie Cornish', 'Essie Davis', 'Adrienne DeFaria', 'Deborra-Lee Furness', 'Sacha Horler']","Soren, jeune chouette rêveuse, vit dans l'espoir de rejoindre un our les légendaires Gardiens de Ga'Hoole, le clan mythique des protecteurs du royaume des chouettes. Lorsque Soren est enlevé par une troupe de chouettes malveillantes, les Sangs Purs, il décide de s'évader avec d'autres jeunes chouettes courageuses pour chercher de l'aide. Ensemble, ils vont s'élancer à la recherche du Grand Arbre, le pays des Gardiens, l'unique espoir de Soren de vaincre les Sangs Purs.","['Animation', 'Adventure', 'Family', 'Fantasy']",97,6.9,88728,https://image.tmdb.org/t/p/original/7DY9rGujpEZeTdBqZYZPvt2FkCo.jpg,en,13.000636363636364,11.861,26.254,https://www.youtube.com/watch?v=HEUP6fwzKkw
1115,Julie & Julia,2009,['Nora Ephron'],"['Chris Messina', 'Stanley Tucci', 'Amy Adams', 'Meryl Streep', 'Linda Emond', 'Helen Carey', 'Mary Lynn Rajskub', 'Jane Lynch', 'Joan Juliet Buck', 'Crystal McCreary']","Julia Child est la femme qui a changé pour toujours la façon de cuisiner de l'Amérique. Mais en 1948, elle n'est encore qu'une Américaine anonyme vivant en France. Le travail de son mari les a amenés à s'installer à Paris, et Julia cherche activement une occupation. C'est alors qu'elle se prend de passion pour la cuisine française...","['Romance', 'Drama']",123,7.0,130773,https://image.tmdb.org/t/p/original/rtZquHKuEntFq3YTO3v4L5RtANw.jpg,en,14.0416,2.997,14.814,https://www.youtube.com/watch?v=eYXldwcvVVE
1116,(500) jours ensemble,2009,['Marc Webb'],"['Joseph Gordon-Levitt', 'Geoffrey Arend', 'Matthew Gray Gubler', 'Clark Gregg', 'Charles Walker', 'Zooey Deschanel', 'Chloë Grace Moretz', 'Patricia Belcher', 'Rachel Boston', 'Minka Kelly']","Tom croit encore en un amour qui transfigure, un amour à la destinée cosmique, un coup de foudre unique. Ce qui n'est pas du tout le cas de Summer. Cela n'empêche pourtant pas Tom de partir à sa conquête, armé de toute sa force et de tout son courage, tel un Don Quichotte des temps modernes. Le récit couvre tout le spectre de la relation amoureuse, du premier coup de cœur aux premiers rendez-vous, du sexe à la séparation, à la récrimination et à la rédemption, et décrit toutes les raisons qui nous poussent à nous battre aussi ardemment pour arriver à trouver un sens à l'amour.","['Comedy', 'Drama', 'Romance']",95,7.7,576141,https://image.tmdb.org/t/p/original/Au6ac2MEQuka3DtJMVxeyUaDNsh.jpg,en,21.2218,5.097,53.887,https://www.youtube.com/watch?v=DLbCGDcPr5Q
1117,A Serious Man,2009,"['Ethan Coen', 'Joel Coen']","['Michael Stuhlbarg', 'Richard Kind', 'Fred Melamed', 'Aaron Wolff', 'Peter Breitmayer', 'Brent Braunschweig', 'David Kang', 'Benjamin Portnoe', 'Sari Lennick', 'Jessica McManus']","En 1967, Larry Gopnik, professeur de physique dans une petite université du Midwest, vient d'apprendre que sa femme Judith allait le quitter. Elle est tombée amoureuse d'une de ses connaissances, le pontifiant Sy Ableman. Arthur, le frère de Larry, est incapable de travailler et dort sur le canapé. Danny, son fils, a des problèmes de discipline à l'école hébraïque, et sa fille Sarah vole dans son portefeuille car elle a l'intention de se faire refaire le nez. Pendant ce temps, Larry reçoit à la fac des lettres anonymes visant à empêcher sa titularisation, et un étudiant veut le soudoyer pour obtenir son diplôme. Luttant désespérément pour trouver un équilibre, Larry cherche conseil auprès de trois rabbins. Qui l'aidera à faire face à ses malheurs et à devenir un mensch, un homme bien ?","['Comedy', 'Drama']",106,7.0,152510,https://image.tmdb.org/t/p/original/rpiJr0p25pLVGETmygbho0kv4Bw.jpg,en,5.415100000000001,11.2835,12.065,https://www.youtube.com/watch?v=33L1H_3kmQw
1118,Pas si simple,2009,['Nancy Meyers'],"['Steve Martin', 'Alec Baldwin', 'John Krasinski', 'Hunter Parrish', 'Meryl Streep', 'Lake Bell', 'Mary Kay Place', 'Rita Wilson', 'Alexandra Wentworth', 'Zoe Kazan']","Cela fait dix ans que Jane Adler a divorcé de Jake. Installée dans une belle maison de Santa Barbara, cette quinquagénaire a fondé une chaîne de salons de thé et voit ses grands enfants prendre leur envol : sa fille aînée, Lauren, est fiancée, Gabby, la cadette, part s'installer à Los Angeles, et son petit dernier, Luke, va être bientôt diplômé à New York. A cette occasion, elle retrouve Jake, venu sans sa nouvelle épouse, la jeune Agness, et finit par passer la nuit avec lui. Jane est prise de remords alors que Jake semble ravi. Rentrée chez elle, Jane entreprend de rénover sa maison et, pour cela, fait appel à Adam, un architecte tout à fait charmant...","['Comedy', 'Romance']",120,6.5,99832,https://image.tmdb.org/t/p/original/14UQyjdnMdECTXyGpjMdpVqHPaM.jpg,en,17.8385,5.645,14.882,https://www.youtube.com/watch?v=8v6KczgmjfU
1119,Antichrist,2009,['Lars von Trier'],"['Willem Dafoe', 'Storm Acheche Sahlstrøm', 'Charlotte Gainsbourg']","Un couple en deuil se retire à Eden, un chalet isolé dans la forêt, où ils espèrent guérir leurs cœurs et sauver leur mariage. Mais la nature reprend ses droits et les choses vont de mal en pis…","['Drama', 'Horror', 'Thriller']",108,6.5,139064,https://image.tmdb.org/t/p/original/ge7zbYvpfsDP3luKi0iSpzOgncM.jpg,en,23.015666666666664,7.797,22.853,indisponible
1120,Un Prophète,2009,['Jacques Audiard'],"['Tahar Rahim', 'Niels Arestrup', 'Adel Bencherif', 'Reda Kateb', 'Hichem Yacoubi', 'Jean-Philippe Ricci', 'Gilles Cohen', 'Pierre Leccia', 'Antoine Basler', 'Foued Nassah', '']","Condamné à six ans de prison, Malik El Djebena ne sait ni lire, ni écrire. À son arrivée en Centrale, seul au monde, il paraît plus jeune, plus fragile que les autres détenus. Il a 19 ans. D'emblée, il tombe sous la coupe d'un groupe de prisonniers corses qui fait régner sa loi dans la prison. Le jeune homme apprend vite. Au fil des ""missions"", il s'endurcit et gagne la confiance des Corses. Mais, très vite, Malik utilise toute son intelligence pour développer discrètement son propre réseau...","['Crime', 'Drama']",155,7.8,103519,https://image.tmdb.org/t/p/original/m5kvm1nfAVc4Sd78EXlFHTYOcgd.jpg,fr,2.273454545454545,10.965,13.751,https://www.youtube.com/watch?v=-j_G8a2R314
1121,Jusqu'en enfer,2009,['Sam Raimi'],"['Justin Long', 'Dileep Rao', 'David Paymer', 'Chelcie Ross', 'Reggie Lee', 'Alison Lohman', 'Ruth Livier', 'Lorna Raver', 'Adriana Barraza', 'Molly Cheek']","Christine Brown, spécialiste en crédit immobilier, vit à Los Angeles avec son petit ami, le Professeur Clay Dalton. Tout va pour le mieux jusqu’au jour où la mystérieuse Mme Ganush débarque à la banque et la supplie de lui accorder un crédit supplémentaire pour sa maison. Christine hésite entre la compassion et la pression de son patron, M. Hicks, qui la voudrait plus ferme avant de lui octroyer une promotion. Fatalement, Christine choisit sa carrière, même si sa décision met Mme Ganush à la rue. Pour se venger, la vieille femme jette la malédiction du Lamia sur Christine, transformant sa vie en un véritable cauchemar. Hantée par un esprit malfaisant, incomprise de son petit ami, elle se fait aider du medium Rham Jas, qui l’entraîne dans une course frénétique contre la damnation éternelle, pour inverser le sortilège…","['Horror', 'Thriller']",99,6.6,221798,https://image.tmdb.org/t/p/original/cfr8d4ktqAKW8ReqB49LXcX5Y7F.jpg,en,8.1217,15.361,34.444,https://www.youtube.com/watch?v=l-uEH65P2m0
1122,Daybreakers,2009,"['Michael Spierig', 'Peter Spierig']","['Ethan Hawke', 'Willem Dafoe', 'Sam Neill', ""Jay Laga'aia"", 'Damien Garvey', 'Sahaj Dumpleton', 'Allan Todd', 'Ben Siemer', 'Harriet Minto-Day', 'Gabriella Di Labio']","En 2019, les vampires ont pris le contrôle de notre planète. Les humains ne sont plus qu'une petite minorité, entretenue uniquement pour nourrir la population dominante. Edward Dalton est un vampire qui travaille dans la recherche. Il refuse de se nourrir de sang humain et œuvre sans relâche à la mise au point d'un substitut qui pourrait à la fois nourrir ses semblables et sauver les derniers spécimens d'humains.","['Action', 'Fantasy', 'Science Fiction']",98,6.4,136599,https://image.tmdb.org/t/p/original/le742RxQFkQA9YyPYdYZIt59pWG.jpg,en,11.4468,0.9765,13.97,https://www.youtube.com/watch?v=01PHrdG-oWE
